index,metadata,proba_jeunesse,proba_aventures,proba_policier,proba_autobio,proba_sentiment,prediction,accord
1984_Des-Forets-Rene-Louis_Un-malade-en-foret,mémoires et autobiographie,0.12961627738429782,0.09567844184764757,0.35495728612081556,0.03750740629098345,0.3822405883562557,policier,False
1951_Delly_La-maison-des-belles-colonnes-la-louve-devorante,roman sentimental,0.4464163455538598,0.039106518805006034,0.021198717860044833,0.01664391440782133,0.4766345033732681,littérature jeunesse,False
1912_Delly_Fleurs-du-foyer-fleurs-du-cloitre,roman sentimental,0.09025288345341938,0.014139067723557159,0.007772834727141115,0.004336010357906218,0.8834992037379763,roman sentimental,True
1966_Delly_La-lampe-ardente,roman sentimental,0.021046476303782813,0.022359426021912036,0.16392548436478965,0.015119926203038994,0.7775486871064766,roman sentimental,True
1910_Audoux-Marguerite_Marie-Claire,mémoires et autobiographie,0.872834863624373,0.013074573763636065,0.008390344381414182,0.09809966053692336,0.007600557693653369,littérature jeunesse,False
1897_Gerald-Montmeril_Chryseis-au-desert,littérature jeunesse,0.4463069806825385,0.43784370957477076,0.05047799572441341,0.0271532847436085,0.03821802927466902,roman d'aventures,False
1874_Beaugrand-Honore_Anita-souvenirs-d-un-contre-guerillas,roman d'aventures,0.48783773846436873,0.07474075934477871,0.05091505915627532,0.38070968867376936,0.005796754360807968,littérature jeunesse,False
1928_Delly_Cœurs-ennemis-Laquelle,roman sentimental,0.13349747606367493,0.06626766341927846,0.025593323200490542,0.008318573461000513,0.7663229638555553,roman sentimental,True
1952_Delly_L'orpheline-de-Ti-Carrec,roman sentimental,0.2547503431302155,0.1941482432345895,0.1688297786904053,0.02862004557448667,0.35365158937030283,littérature jeunesse,False
1907_Mael-Pierre_Le-Forban-noir,littérature jeunesse,0.07878289148706248,0.8795850558031164,0.028709360330311514,0.008436186546753816,0.004486505832756036,roman d'aventures,False
1918_Delly_Sous-le-masque,roman sentimental,0.07618882529170569,0.23857099924527223,0.1081514621152068,0.0065408148272507695,0.570547898520564,roman sentimental,True
1946_Delly_Sainte-Nitouche,roman sentimental,0.7849158062800489,0.002826014497094631,0.011365368759908862,0.0036118075809027034,0.1972810028820448,littérature jeunesse,False
1880_Martignat-Mlle-de_L-Oncle-Boni,littérature jeunesse,0.8269121021255622,0.07990932040260658,0.02794653771452202,0.007664392721021665,0.05756764703628741,littérature jeunesse,True
1955_Dhotel-Andre_Le-pays-ou-l-on-n-arrive-jamais,littérature jeunesse,0.6513559384528219,0.22160873106328882,0.08869749184508276,0.007898117045779498,0.030439721593026953,littérature jeunesse,True
1891_Witt-Henriette-de_La-Petite-fille-aux-grand-meres,littérature jeunesse,0.9509092138595439,0.011017209063887822,0.00398467092007397,0.02819228666197842,0.005896619494516203,littérature jeunesse,True
1917_Delly_La-petite-chanoinesse,roman sentimental,0.0225939084233423,0.006593844948987832,0.012845105525823011,0.0049853140805022145,0.9529818270213444,roman sentimental,True
2008_Grange-Jean-Christophe_Miserere,policier,0.011178549299184706,0.03828871839499896,0.46565764094946516,0.012741126707484639,0.47213396464886664,policier,True
1968_Dhotel-Andre_L-Enfant-qui-disait-n-importe-quoi,littérature jeunesse,0.5913635928797897,0.20166120903010473,0.11946634641828495,0.02105617646574491,0.06645267520607569,littérature jeunesse,True
1905_Farrere-Claude_Les-civilises,roman d'aventures,0.04717221688283957,0.7373339090639635,0.11331131079722183,0.005458591781250017,0.09672397147472522,roman d'aventures,True
1873_Viollet-le-Duc-Eugene-Emmanuel_Histoire-d-une-maison,littérature jeunesse,0.6836563526173729,0.14112465333354543,0.04154462291199599,0.12043294554459033,0.013241425592495398,littérature jeunesse,True
1893_Marie-Delorme_Les-Filles-du-clown,littérature jeunesse,0.9384370490947095,0.0527851332300007,0.0027287816421548592,0.0015574475327358192,0.004491588500399374,littérature jeunesse,True
1935_Delly_Contes,roman sentimental,0.9554426355009359,0.01406975019848587,0.008103410626253733,0.00686536797897624,0.015518835695347758,littérature jeunesse,False
1967_Tournier-Michel_Vendredi-ou-les-limbes-du-Pacifique,roman d'aventures,0.3455775547814119,0.5279061366993156,0.07080698712654991,0.01710411303152845,0.038605208361194014,roman d'aventures,True
1906_Level-Maurice_L-epouvante,policier,0.00098820313430598,0.02262785298918977,0.9735953169767554,0.0004145415072221942,0.0023740853925266836,policier,True
1881_Martignat-Mlle-de_Ginette,littérature jeunesse,0.8718538376890758,0.06145735218591729,0.013595964863062705,0.004816019004660504,0.04827682625728379,littérature jeunesse,True
1950_Delly_L'enfant-mysterieuse,roman sentimental,0.1453589635630462,0.04831623809454396,0.10342550106949219,0.0068735006116709,0.6960257966612469,roman sentimental,True
2004_Grange-Jean-Christophe_La-Ligne-noire,policier,0.007318787907392092,0.0415373971297169,0.7910899583762513,0.010106204263576639,0.14994765232306298,policier,True
1960_Delly_La-colombe-de-Rudsay-Manor,roman sentimental,0.4384362054769138,0.1771761815511934,0.03862531364220754,0.007877960318013837,0.337884339011671,littérature jeunesse,False
1926_Delly_Le-secret-de-la-Luzette,roman sentimental,0.318384258290182,0.030263879109504992,0.035902128990671446,0.1368852448471711,0.4785644887624703,littérature jeunesse,False
2002_Djian-Philippe_Ça-c-est-un-baiser,policier,0.021477028195887024,0.0031313584041503437,0.2583328890412665,0.6584175220092554,0.05864120234944096,mémoires et autobiographie,False
1926_Delly_L'infidele,roman sentimental,0.05892289287242232,0.0171581929316913,0.037679329266318166,0.006347739828409326,0.8798918451011587,roman sentimental,True
1954_Cohen-Albert_Le-livre-de-ma-mere,mémoires et autobiographie,0.016551750049613664,0.003735523152706523,0.011438205786037346,0.929143207395811,0.03913131361583166,mémoires et autobiographie,True
1931_Delly_Le-candelabre-du-temple,roman sentimental,0.037485877328143305,0.011460025739334455,0.009290144045398354,0.0035638714882660575,0.9382000813988579,roman sentimental,True
1955_Delly_Le-roi-aux-yeux-de-reve,roman sentimental,0.839584363375747,0.001422013051255409,0.0013607300710931608,0.0017849341212876884,0.1558479593806166,littérature jeunesse,False
1913_Delly_Entre-deux-ames,roman sentimental,0.005154066248062292,0.004375234089352244,0.004253421254816361,0.000796407018367734,0.9854208713894014,roman sentimental,True
1959_Delly_L'illusion-orgueilleuse-suivi-de-La-voie-divine,roman sentimental,0.22742113313269235,0.03183743681414789,0.038361371096251574,0.023386169160576765,0.6789938897963315,littérature jeunesse,False
1981_Delly_L'heritage-de-Cendrillon,roman sentimental,0.065043319301112,0.028343311615664925,0.02687306065863044,0.0061009315234187515,0.8736393769011737,roman sentimental,True
1952_Delly_La-porte-scellee,roman sentimental,0.15310415053207824,0.012873060618674331,0.11078285571259773,0.025616151501840923,0.6976237816348088,roman sentimental,True
1934_Delly_La-douloureuse-victoire,roman sentimental,0.012844669903230039,0.004958940334259276,0.004993693158063802,0.002203388071823874,0.9749993085326233,roman sentimental,True
1877_Gayet-de-Cesena-Amedee_Le-Chapelet-d-amour,roman d'aventures,0.2564174950118185,0.7054005543857136,0.016998970123584048,0.011071771937633928,0.010111208541250112,roman d'aventures,True
1966_Delly_Une-mesalliance,roman sentimental,0.16137244549240043,0.01005972140321353,0.01277856543421477,0.007385977235051285,0.8084032904351199,roman sentimental,True
1954_Delly_Aelys-aux-cheveux-d'or,roman sentimental,0.350087304417593,0.11577430495598363,0.05688336061174965,0.022199912985776435,0.455055117028897,littérature jeunesse,False
1961_Delly_Le-roi-des-Andes,roman d'aventures,0.0356013283936456,0.3140520297759087,0.2103925941767097,0.006400027205977242,0.4335540204477584,roman d'aventures,True
2006_Vargas-Fred_Dans-les-bois-eternels,policier,0.023306917611671567,0.04020027042771009,0.7863128381753369,0.010279035494626458,0.139900938290655,policier,True
1984_Delly_Des-plaintes-dans-la-nuit,roman sentimental,0.1592134857086635,0.11905335366948093,0.05035544121797593,0.005395624036887179,0.6659820953669926,roman sentimental,True
1935_Delly_Un-marquis-de-Carabas,roman sentimental,0.27032517320792027,0.03962140150448041,0.06903329502814053,0.007750895129462447,0.6132692351299964,littérature jeunesse,False
1954_Delly_L'heritier-des-ducs-de-Sailles,roman sentimental,0.6114680327987982,0.11156293092467279,0.05888400376449884,0.008139788421502762,0.20994524409052706,littérature jeunesse,False
1951_Delly_Sous-l'œil-des-brahmes,roman sentimental,0.060944750032936375,0.4876095594166866,0.24185454616955962,0.0058208014687249785,0.20377034291209237,roman d'aventures,False
1943_Delly_Anita,roman sentimental,0.5069670185741453,0.07676250446376293,0.026574768914194743,0.015959469683375676,0.3737362383645214,littérature jeunesse,False
1954_Delly_L'orgueil-dompte,roman sentimental,0.17444078542802785,0.0655847766797966,0.0767627789642931,0.014312704685455318,0.6688989542424273,littérature jeunesse,False
1956_Delly_La-maison-dans-la-foret,roman sentimental,0.6846637627971047,0.12524835808528786,0.0649281184692797,0.016988528255884833,0.10817123239244292,littérature jeunesse,False
1951_Delly_Les-solitaires-de-Myols,roman sentimental,0.10552084755094049,0.033350573046480717,0.013443792778483019,0.00490844392000146,0.8427763427040943,roman sentimental,True
1955_Delly_Ourida,roman sentimental,0.18112685332693648,0.09080505616834651,0.28723985236729965,0.02453439000777215,0.41629384812964515,policier,False
1960_Delly_Le-sceau-de-Satan,roman sentimental,0.13707341242226978,0.032905117585934375,0.19285757321060262,0.10408642666086138,0.5330774701203317,policier,False
1896_Aicard-Jean_Notre-Dame-d-Amour,roman sentimental,0.2888255526505278,0.5298761724175143,0.04518247891086882,0.0253331045756516,0.11078269144543729,roman d'aventures,False
1925_Delly_Les-ombres,roman sentimental,0.12629503323758115,0.007755023997601141,0.012318274457995248,0.011978618735568405,0.8416530495712542,roman sentimental,True
1951_Delly_La-maison-des-belles-colonnes-L'accusatrice,roman sentimental,0.20800412376708588,0.10009284929222628,0.08190566935265861,0.016754609118624118,0.5932427484694052,littérature jeunesse,False
1953_Delly_Le-repaire-des-fauves,roman sentimental,0.09625723369863069,0.26245422950175035,0.17506386789652242,0.014125795717886728,0.4520988731852098,roman d'aventures,False
1971_Tournier-Michel_Vendredi-ou-la-vie-sauvage,littérature jeunesse,0.5566386733356531,0.36819101162827794,0.05223319961575965,0.012385552939646653,0.010551562480662595,littérature jeunesse,True
1930_Delly_Gille-de-Cesbres,roman sentimental,0.03673430966987827,0.01364578765422893,0.021279806547599662,0.004939565465459416,0.9234005306628338,roman sentimental,True
1926_Crevel-René_La-mort-difficile,mémoires et autobiographie,0.08830642839948227,0.053529736974407736,0.4896639134485614,0.3004449979205729,0.06805492325697565,policier,False
1925_Robida-Albert_Un-chalet-dans-les-airs,littérature jeunesse,0.43214058433439917,0.32548793084830874,0.0906759523958575,0.12408222155176575,0.027613310869668485,littérature jeunesse,True
1883_Montagne-Edouard_Le-Batard-de-Ravaillac,roman d'aventures,0.0028951564719959756,0.9573860603268362,0.03735002885867454,0.0008766523105975526,0.001492102031895697,roman d'aventures,True
1923_Delly_Dans-les-ruines,roman sentimental,0.02164293855653208,0.0152783298416035,0.01708728426320978,0.004824026106110927,0.9411674212325438,roman sentimental,True
1908_Delly_L'exilee,roman sentimental,0.12870625828968935,0.09438377784778937,0.022883144971931755,0.006113322934475059,0.7479134959561143,roman sentimental,True
1922_Delly_Mitsi,roman sentimental,0.05115066872615577,0.10704870496933705,0.06523213593373803,0.005738765745775907,0.7708297246249926,roman sentimental,True
1929_Delly_Une-misere-doree,roman sentimental,0.4173221222684971,0.07279893814670317,0.023385987600355394,0.009440287246747357,0.47705266473769753,littérature jeunesse,False
1926_Delly_Elfrida-Norsten-le-secret-de-la-sarrasine,roman sentimental,0.014609071501566154,0.12215581240497042,0.19679427258656254,0.003469487945171991,0.6629713555617286,policier,False
1946_Delly_Les-hiboux-des-roches-rouges,roman sentimental,0.16010789687808466,0.05087534707537466,0.013201357969831027,0.004290895750552573,0.7715245023261569,roman sentimental,True
1950_Delly_Le-violon-du-tzigane,roman sentimental,0.3018132381232752,0.02464882753643666,0.01794183596099485,0.008861526190732641,0.6467345721885605,littérature jeunesse,False
1949_Delly_La-villa-des-serpents,roman sentimental,0.2815505303030419,0.050732284640466745,0.09508006350884465,0.01939167358837496,0.5532454479592717,littérature jeunesse,False
1874_Witt-Henriette-de_Une-soeur,littérature jeunesse,0.7811922262405749,0.017719280084737284,0.01648597168788166,0.009886492900505861,0.17471602908630027,littérature jeunesse,True
1937_Delly_Les-heures-de-la-vie,roman sentimental,0.06546581325218617,0.006686477034799854,0.01744224025236405,0.016520097866549913,0.8938853715941,roman sentimental,True
1867_Sauquet-Victor_L-Enfant-des-montagnes,littérature jeunesse,0.07393378855351614,0.8596641764947266,0.025525358551952128,0.03535216243074713,0.0055245139690581705,roman d'aventures,False
1956_Delly_Annonciade,roman sentimental,0.0077155257711679325,0.006837092902695106,0.013177755068172751,0.008420561795083365,0.963849064462881,roman sentimental,True
1956_Malet-Leo_Corrida-aux-Champs-Elysees,policier,0.0035393780354510836,0.03997346254554095,0.8173194219268708,0.020268949737233234,0.11889878775490381,policier,True
2011_Borromee-Pierre_L-hermine-etait-pourpre,policier,0.015092078985628634,0.018141425944743664,0.9043489397866924,0.003494281960058135,0.05892327332287726,policier,True
1905_Delly_L'etincelle,roman sentimental,0.22469680780320087,0.03187339388129796,0.015824689682538487,0.009527020820652331,0.7180780878123106,littérature jeunesse,False
1922_Delly_Le-fruit-mur,roman sentimental,0.023263180111951227,0.015602974320215833,0.0109799213253811,0.008388317127028273,0.9417656071154239,roman sentimental,True
1948_Delly_La-rose-qui-tue,roman sentimental,0.08115304488598803,0.012522626926261443,0.021265976665655165,0.008814066033830717,0.8762442854882648,roman sentimental,True
1910_Graffigny-H-de_Le-tour-de-France-en-aeroplane,littérature jeunesse,0.11282277678747644,0.2861684865167018,0.10540209761411239,0.4789034029762078,0.016703236105501843,mémoires et autobiographie,False
1950_Delly_Aurore-de-Brusfeld,roman sentimental,0.10183941531972622,0.09167797464619154,0.06294218832032554,0.008180700900856097,0.7353597208129004,roman sentimental,True
1945_Delly_La-maison-des-rossignols,roman sentimental,0.06232223090204431,0.017775027829742267,0.06202461316017022,0.006683365907195844,0.8511947622008469,roman sentimental,True
1978_Perec-Georges_Je-me-souviens,mémoires et autobiographie,0.011904689917112238,0.009402424757063698,0.004786139525229974,0.9701603828090208,0.0037463629915733742,mémoires et autobiographie,True
1882_Richebourg-Emile_Jean-Loup,policier,0.1072756854629469,0.7253220724152117,0.15892538660258643,0.0014439383150591843,0.0070329172041958725,roman d'aventures,False
1955_Delly_Salvatore-Falnerra,roman sentimental,0.33410693915763406,0.086023888634195,0.07075582559111891,0.014775209458567789,0.49433813715848446,littérature jeunesse,False
1961_Delly_Ahelya-fille-des-Indes,roman sentimental,0.016209629486171412,0.1293207196532245,0.08421999480739607,0.008443973226666937,0.7618056828265412,roman sentimental,True
1954_Delly_Un-amour-de-prince,roman sentimental,0.040616802377807085,0.008754418848645648,0.028364566579586067,0.05872859077513735,0.8635356214188239,roman sentimental,True
1935_Delly_Comme-un-conte-de-fees,roman sentimental,0.10310479818025996,0.004575575928075465,0.004909091655962362,0.002920371105783065,0.884490163129919,roman sentimental,True
1908_Delly_Une-femme-superieure,roman sentimental,0.10016747695876817,0.06677045807680078,0.016573305743285412,0.007644970351255771,0.8088437888698897,roman sentimental,True
1921_Delly_L'ondine-de-Capdeuilles,roman sentimental,0.11127652130614081,0.00643225131144786,0.008378661403583494,0.01140307916173101,0.8625094868170969,roman sentimental,True
1919_Delly_Magali,roman sentimental,0.03486394980887163,0.026362155159807346,0.004963797536924624,0.0014079947199767825,0.9324021027744196,roman sentimental,True
1938_Simenon-Georges_Ceux-du-Grand-Cafe,policier,0.27858598542561247,0.03062352419485735,0.5395758490036656,0.04294145020537163,0.10827319117049287,policier,True
1912_Pergaud-Louis_La-Guerre-des-boutons,littérature jeunesse,0.8362681114839504,0.0632102775361417,0.06311227069472916,0.011614270520425515,0.02579506976475329,littérature jeunesse,True
1906_Mistral-Frederic_Mes-origines,mémoires et autobiographie,0.06464974259513107,0.015405480528357024,0.003892504867743904,0.913360642119444,0.0026916298893243586,mémoires et autobiographie,True
1942_Guilloux-Louis_Le-pain-des-reves,mémoires et autobiographie,0.6764265548463849,0.08237813243317071,0.08364840251720446,0.10387499489897496,0.053671915304265135,littérature jeunesse,False
2016_Ernaux-Annie_Memoire-de-fille,mémoires et autobiographie,0.012042855657917165,0.007284845721038134,0.014720578523972495,0.9577008007629967,0.008250919334075516,mémoires et autobiographie,True
1960_Gary-Romain_La-promesse-de-l-aube,mémoires et autobiographie,0.022567573717409296,0.03588562614384634,0.31086005437602277,0.5396615184642622,0.09102522729845938,mémoires et autobiographie,True
1961_Simenon-Georges_Maigret-et-le-voleur-paresseux,policier,0.019057297909709555,0.08799814671742778,0.790150397032637,0.08472807447481863,0.01806608386540726,policier,True
1954_Simenon-Georges_Maigret-a-l-ecole,policier,0.09465444283782797,0.022676297985695083,0.8050507967678916,0.05286540473097087,0.02475305767761453,policier,True
1909_Ivoi-Paul-d-_L-Espion-X-323_Volume-II-Le-Canon-du-sommeil,roman d'aventures,0.043961828163299764,0.3641657123141205,0.24137545474674313,0.15918015638813363,0.19131684838770313,roman d'aventures,True
1932_Simenon-Georges_Chez-les-Flamands,policier,0.08458484396389539,0.04956476804968309,0.7861255617119035,0.030510944070118225,0.04921388220439987,policier,True
1880_Gozlan-Leon_Aventures-merveilleuses-et-touchantes-du-prince-Chenevis-et-de-sa-jeune-soeur,littérature jeunesse,0.9203613821520598,0.05889140899580282,0.0025865770397346384,0.015404252940982343,0.002756378871420747,littérature jeunesse,True
1949_Simenon-Georges_Maigret-et-la-vieille-dame,policier,0.01851799268705022,0.0256097220703892,0.8444468384565729,0.008349026828697982,0.10307641995728974,policier,True
1913_Zevaco-Michel_Pardaillan-et-Fausta,roman d'aventures,0.02925576996994508,0.6597960032572093,0.24139463715816004,0.008827814173381056,0.06072577544130457,roman d'aventures,True
1867_Houssaye-Arsene_La-Pantoufle-de-Cendrillon-ou-Suzanne-aux-coquelicots,littérature jeunesse,0.9497166965033056,0.024197940965513396,0.0028948347627614423,0.015108812983468441,0.008081714784951448,littérature jeunesse,True
2008_Millet-Catherine_Jour-de-souffrance,mémoires et autobiographie,0.0034552459388412526,0.0015100230186792768,0.013979096126765811,0.9630038671043261,0.018051767811387308,mémoires et autobiographie,True
2009_Beigbeder-Frederic_Un-roman-français,mémoires et autobiographie,0.0030679244168312107,0.0013053983486980233,0.01232310038397724,0.9804282623874734,0.0028753144630203034,mémoires et autobiographie,True
1958_Pagnol-Marcel_Le-Chateau-de-ma-mere,littérature jeunesse,0.5655517595687242,0.09558213098401803,0.11681110415884628,0.16957724337943844,0.05247776190897343,littérature jeunesse,True
1880_Fleuriot-Zenaide_Bonasse,littérature jeunesse,0.7742338877324103,0.07112278412559925,0.009220424588467876,0.011950778703924263,0.13347212484959806,littérature jeunesse,True
1894_Chabrillat-Henri-de_Les-cinq-sous-de-Lavarede,littérature jeunesse,0.028686165460756453,0.9481382422532185,0.020161163436183183,0.0021885118880814857,0.0008259169617604118,roman d'aventures,False
1843_Doutre-Joseph_Les-fiances-de-1812,roman d'aventures,0.10582028003302446,0.8039349915775176,0.03921483913300568,0.039557301778973396,0.011472587477478558,roman d'aventures,True
1897_Lesueur-Daniel_Le-mariage-de-Gabrielle,roman sentimental,0.23426544798791324,0.424062198813198,0.14848330572987892,0.010771647102368862,0.1824174003666411,roman d'aventures,False
1877_Fleuriot-Zenaide_Un-enfant-gate,littérature jeunesse,0.9374253705328105,0.013331327990195846,0.0059089494360465905,0.0035135208411860588,0.039820831199760945,littérature jeunesse,True
1889_La-Brete-Jean-de_Mon-oncle-et-mon-cure,littérature jeunesse,0.6007429520138526,0.07530310982720581,0.039331289657320946,0.07445728178434495,0.21016536671727584,littérature jeunesse,True
1964_Simenon-Georges_Maigret-et-le-fantome,policier,0.018753393211836018,0.02988556501789653,0.8856097744447707,0.04247959574348737,0.023271671582009414,policier,True
1858_Pressense-Elise-de_Rosa,littérature jeunesse,0.850487211485124,0.02038079337396686,0.0021567796117964136,0.0010491527488488196,0.1259260627802641,littérature jeunesse,True
1896_Laurie-Andre_La-Vie-de-college-dans-tous-les-temps-et-dans-tous-les-pays,littérature jeunesse,0.7160731649005819,0.2345291833244217,0.017951677907317404,0.011839099487525345,0.01960687438015366,littérature jeunesse,True
1955_Simenon-Georges_Maigret-tend-un-piege,policier,0.004227192933912996,0.01991131797529773,0.9617463446432057,0.008417382284418976,0.0056977621631646574,policier,True
1960_Simenon-Georges_Maigret-et-les-vieillards,policier,0.018489178276419334,0.013684234341141686,0.9018239060176564,0.02018827576753984,0.04581440559724262,policier,True
1970_Gary-Romain_Chien-blanc,mémoires et autobiographie,0.06552901836140995,0.06772092239751519,0.28604629622021943,0.4699628464375873,0.11074091658326818,mémoires et autobiographie,True
2014_Rouaud-Jean_Un-peu-la-guerre,mémoires et autobiographie,0.00153675188258103,0.0007029951323239102,0.003994892835362533,0.9927478504000913,0.0010175097496414494,mémoires et autobiographie,True
1930_Simenon-Georges_Pietr-le-Letton,policier,0.004217879370047317,0.051187978028650515,0.9263103828676605,0.0074015587461875,0.010882200987453875,policier,True
1983_Ernaux-Annie_La-place,mémoires et autobiographie,0.04827487497581162,0.006237936917777981,0.07235110106313548,0.8581675635650949,0.014968523478180087,mémoires et autobiographie,True
